gene	index
GOLGA8R	1623
AC123768.5	1624
C15orf56	1625
PLCB2	1626
PLA2G4F	1627
AC090510.2	1628
DUOXA2	1629
AC012405.1	1630
HDC	1631
SCG3	1632
WDR72	1633
AC084782.2	1634
AC009554.1	1635
AC055855.1	1636
SKOR1	1637
AC009269.5	1638
THSD4-AS1	1639
GOLGA6B	1640
REC114	1641
AC013486.1	1642
AC019294.2	1643
AC104758.5	1644
CRABP1	1645
AC011944.1	1646
AC016705.2	1647
TICRR	1648
AC021422.1	1649
AC124248.1	1650
AC068831.4	1651
LINC02207	1652
AC009432.2	1653
AC015660.3	1654
AC015712.4	1655
AC090907.1	1656
HBQ1	1657
LINC00235	1658
TPSB2	1659
AL031710.1	1660
PRSS33	1661
PRSS21	1662
PRSS22	1663
AC108134.3	1664
AC004232.1	1665
C16orf96	1666
LITAFD	1667
AC027277.2	1668
AC007014.1	1669
AC007220.2	1670
AC009121.3	1671
AC109597.1	1672
AC109597.2	1673
PLA2G10	1674
AC109446.3	1675
AC009152.3	1676
AC126755.2	1677
AC009019.1	1678
SCNN1G	1679
APOBR	1680
SPN	1681
C16orf54	1682
ITGAL	1683
ITGAX	1684
AHSP	1685
AC074050.2	1686
AC145350.2	1687
AC007533.1	1688
CASC16	1689
MMP2-AS1	1690
SLC12A3	1691
AC023825.2	1692
ADGRG3	1693
AC012174.1	1694
AC040174.1	1695
AC138305.1	1696
LINC02165	1697
LINC02126	1698
AC010542.4	1699
AC010530.1	1700
AC020978.3	1701
AC099521.1	1702
AC009137.2	1703
CALB2	1704
HP	1705
LINC01568	1706
WWOX-AS1	1707
AC046158.1	1708
ATP2C2-AS1	1709
AC025280.1	1710
AC026469.1	1711
LINC00311	1712
AC018695.2	1713
AC106745.1	1714
AC136285.3	1715
AC133919.2	1716
AC015853.3	1717
AC087392.1	1718
AC099684.2	1719
AC006435.1	1720
P2RX1	1721
AC127521.1	1722
AC087500.2	1723
CLEC10A	1724
AC135178.4	1725
AC002347.1	1726
AC005703.7	1727
TNFRSF13B	1728
AC055811.1	1729
AC004448.2	1730
AC024267.1	1731
AC127024.2	1732
ADAP2	1733
AC138207.5	1734
CCL7	1735
CCL8	1736
CCL13	1737
AC005552.1	1738
AC004223.2	1739
AC022706.1	1740
SLFN13	1741
SLFN12L	1742
HEATR9	1743
AC243829.4	1744
TBC1D3B	1745
AC243654.1	1746
AC004408.1	1747
ZPBP2	1748
CSF3	1749
TNS4	1750
KRTAP1-5	1751
KRTAP2-3	1752
KRT19	1753
KRT14	1754
HAP1	1755
AC100793.3	1756
SOST	1757
PPY	1758
MAPT-IT1	1759
AC040934.1	1760
AC018521.4	1761
SKAP1	1762
HOXB3	1763
AC103702.1	1764
AC006487.1	1765
EPN3	1766
ANKRD40CL	1767
AC005920.3	1768
SMIM36	1769
AC004584.1	1770
AC004687.1	1771
PRR11	1772
AC015923.1	1773
ABCA9-AS1	1774
CD300E	1775
AC011933.4	1776
AC087749.2	1777
LINC02080	1778
AC021683.6	1779
LINC01987	1780
RBFOX3	1781
AC124283.3	1782
AC024361.1	1783
AC130371.1	1784
ADCYAP1	1785
AP000829.1	1786
MIR3976HG	1787
AP005901.5	1788
AC110603.1	1789
LINC01543	1790
AC007996.1	1791
AC090403.1	1792
DSG1	1793
AC016493.1	1794
LINC01902	1795
AC016866.2	1796
LINC01929	1797
AC009271.1	1798
AC006305.1	1799
ALPK2	1800
GRP	1801
AC027514.1	1802
SERPINB4	1803
SERPINB2	1804
SERPINB10	1805
CD226	1806
LINC01910	1807
NETO1	1808
AC079062.1	1809
LINC02582	1810
GALR1	1811
AC104423.1	1812
AC023090.1	1813
AC018445.5	1814
AC068473.3	1815
GZMM	1816
AC004156.1	1817
AC004221.1	1818
AC006538.4	1819
AC006130.1	1820
GNA15	1821
S1PR4	1822
TJP3	1823
RAX2	1824
MATK	1825
EBI3	1826
AC007292.1	1827
ARRDC5	1828
AC011491.3	1829
SH2D3A	1830
RETN	1831
AC130469.1	1832
OR7D4	1833
AC020934.1	1834
OR7A17	1835
CASP14	1836
PGLYRP2	1837
AC024075.3	1838
AC010463.3	1839
AC022145.1	1840
AC005616.1	1841
LINC00906	1842
SCGB2B2	1843
AC008555.2	1844
UPK1A-AS1	1845
AD001527.1	1846
AC074138.1	1847
AC010605.1	1848
AC243960.1	1849
PSG8-AS1	1850
PSG1	1851
AC004784.1	1852
CD177	1853
AC006213.4	1854
APOC2	1855
AC007785.3	1856
AC006262.1	1857
AC007193.2	1858
AC010519.1	1859
FUT1	1860
AC026803.1	1861
KLK1	1862
KLK4	1863
KLK10	1864
SIGLEC8	1865
SIGLEC12	1866
FPR3	1867
AC011468.3	1868
AC010320.2	1869
LILRB5	1870
LAIR2	1871
LILRA2	1872
LILRB1	1873
NCR1	1874
TMEM150B	1875
AC008735.2	1876
LINC01864	1877
AC006116.6	1878
AL121899.3	1879
TMC2	1880
UBOX5-AS1	1881
LAMP5-AS1	1882
MACROD2-AS1	1883
PCSK2	1884
OVOL2	1885
AL121900.1	1886
AL049651.1	1887
AL096677.1	1888
CST4	1889
CST1	1890
CST2	1891
AL121904.2	1892
MYLK2	1893
TTLL9	1894
AL031658.1	1895
AL035071.2	1896
AL121906.2	1897
AL356299.2	1898
ITCH-IT1	1899
AL109923.1	1900
PI3	1901
LINC01429	1902
CBLN4	1903
ZNF831	1904
C20orf197	1905
AL354836.1	1906
AL450469.1	1907
LINC00659	1908
AL121829.1	1909
ZBTB46-AS1	1910
CU633906.2	1911
SMIM34B	1912
CR382287.2	1913
AP000432.1	1914
CHODL	1915
AJ006995.1	1916
GRIK1	1917
AP000688.1	1918
KCNJ6	1919
TMPRSS2	1920
LINC00111	1921
TMPRSS3	1922
LINC01678	1923
AP001059.3	1924
TRPM2	1925
AP001065.3	1926
TSPEAR-AS1	1927
AL844908.1	1928
AP001469.2	1929
AC016027.3	1930
AC008079.1	1931
AC006547.2	1932
LRRC74B	1933
AP000550.1	1934
IGLC3	1935
PCAT14	1936
AP000356.2	1937
TMEM211	1938
Z99774.1	1939
AC002059.1	1940
LIF-AS1	1941
SEC14L3	1942
AC004832.1	1943
SLC5A4	1944
FO393418.1	1945
Z80897.1	1946
PVALB	1947
Z73420.1	1948
IL2RB	1949
CYTH4	1950
LGALS2	1951
SOX10	1952
AL021707.9	1953
APOBEC3H	1954
GRAP2	1955
TNFRSF13C	1956
AC254562.2	1957
PARVG	1958
AL079301.1	1959
Z84468.1	1960
Z97192.3	1961
AL022328.3	1962
KLHDC7B	1963
PRKX-AS1	1964
GLRA2	1965
BEND2	1966
IL1RAPL1	1967
GK-IT1	1968
CYBB	1969
AF241728.2	1970
LINC02601	1971
LINC02595	1972
AL591503.1	1973
ZNF630-AS1	1974
GATA1	1975
EZHIP	1976
MAGED4B	1977
AL034397.3	1978
VSIG4	1979
GJB1	1980
CXCR3	1981
TNMD	1982
Z93943.1	1983
PLP1	1984
IL1RAPL2	1985
CLDN2	1986
COL4A6	1987
ALG13-AS1	1988
KIAA1210	1989
AC002377.1	1990
AL008633.1	1991
SASH3	1992
Z82195.3	1993
AL672032.1	1994
SLITRK2	1995
L1CAM	1996
TKTL1	1997
PCDH11Y	1998
MT-ATP6	1999
